Date,Time,Heart rate
2024.12.17 00.00,00.00,48
2024.12.17 00.00,00.00,49
2024.12.17 00.00,00.00,49
2024.12.17 00.00,00.00,49
2024.12.17 00.01,00.01,49
2024.12.17 00.01,00.01,49
2024.12.17 00.01,00.01,49
2024.12.17 00.01,00.01,49
2024.12.17 00.02,00.02,49
2024.12.17 00.02,00.02,48
2024.12.17 00.02,00.02,48
2024.12.17 00.02,00.02,48
2024.12.17 00.03,00.03,48
2024.12.17 00.03,00.03,49
2024.12.17 00.03,00.03,49
2024.12.17 00.03,00.03,49
2024.12.17 00.04,00.04,49
2024.12.17 00.04,00.04,49
2024.12.17 00.04,00.04,49
2024.12.17 00.04,00.04,49
2024.12.17 00.05,00.05,49
2024.12.17 00.05,00.05,55
2024.12.17 00.05,00.05,55
2024.12.17 00.05,00.05,55
2024.12.17 00.06,00.06,55
2024.12.17 00.06,00.06,47
2024.12.17 00.06,00.06,47
2024.12.17 00.06,00.06,47
2024.12.17 00.07,00.07,47
2024.12.17 00.07,00.07,48
2024.12.17 00.07,00.07,48
2024.12.17 00.07,00.07,48
2024.12.17 00.08,00.08,48
2024.12.17 00.08,00.08,50
2024.12.17 00.08,00.08,50
2024.12.17 00.08,00.08,50
2024.12.17 00.09,00.09,50
2024.12.17 00.09,00.09,51
2024.12.17 00.09,00.09,51
2024.12.17 00.09,00.09,51
2024.12.17 00.10,00.10,51
2024.12.17 00.10,00.10,49
2024.12.17 00.10,00.10,49
2024.12.17 00.10,00.10,49
2024.12.17 00.11,00.11,49
2024.12.17 00.11,00.11,50
2024.12.17 00.11,00.11,50
2024.12.17 00.11,00.11,50
2024.12.17 00.12,00.12,50
2024.12.17 00.12,00.12,51
2024.12.17 00.12,00.12,51
2024.12.17 00.12,00.12,51
2024.12.17 00.13,00.13,51
2024.12.17 00.13,00.13,51
2024.12.17 00.13,00.13,51
2024.12.17 00.13,00.13,51
2024.12.17 00.14,00.14,51
2024.12.17 00.14,00.14,51
2024.12.17 00.14,00.14,51
2024.12.17 00.14,00.14,51
2024.12.17 00.15,00.15,51
2024.12.17 00.15,00.15,54
2024.12.17 00.15,00.15,54
2024.12.17 00.15,00.15,54
2024.12.17 00.16,00.16,54
2024.12.17 00.16,00.16,49
2024.12.17 00.16,00.16,49
2024.12.17 00.16,00.16,49
2024.12.17 00.17,00.17,49
2024.12.17 00.17,00.17,49
2024.12.17 00.17,00.17,49
2024.12.17 00.17,00.17,49
2024.12.17 00.18,00.18,49
2024.12.17 00.18,00.18,50
2024.12.17 00.18,00.18,50
2024.12.17 00.18,00.18,50
2024.12.17 00.19,00.19,50
2024.12.17 00.19,00.19,48
2024.12.17 00.19,00.19,48
2024.12.17 00.19,00.19,48
2024.12.17 00.20,00.20,48
2024.12.17 00.20,00.20,52
2024.12.17 00.20,00.20,52
2024.12.17 00.20,00.20,52
2024.12.17 00.21,00.21,52
2024.12.17 00.21,00.21,50
2024.12.17 00.21,00.21,50
2024.12.17 00.21,00.21,50
2024.12.17 00.22,00.22,50
2024.12.17 00.22,00.22,52
2024.12.17 00.22,00.22,52
2024.12.17 00.22,00.22,52
2024.12.17 00.23,00.23,52
2024.12.17 00.23,00.23,49
2024.12.17 00.23,00.23,49
2024.12.17 00.23,00.23,49
2024.12.17 00.24,00.24,49
2024.12.17 00.24,00.24,51
2024.12.17 00.24,00.24,51
2024.12.17 00.24,00.24,51
2024.12.17 00.25,00.25,51
2024.12.17 00.25,00.25,52
2024.12.17 00.25,00.25,52
2024.12.17 00.25,00.25,52
2024.12.17 00.26,00.26,52
2024.12.17 00.26,00.26,59
2024.12.17 00.26,00.26,59
2024.12.17 00.26,00.26,59
2024.12.17 00.27,00.27,59
2024.12.17 00.27,00.27,58
2024.12.17 00.27,00.27,58
2024.12.17 00.27,00.27,58
2024.12.17 00.28,00.28,58
2024.12.17 00.28,00.28,58
2024.12.17 00.28,00.28,58
2024.12.17 00.28,00.28,58
2024.12.17 00.29,00.29,58
2024.12.17 00.29,00.29,50
2024.12.17 00.29,00.29,50
2024.12.17 00.29,00.29,50
2024.12.17 00.30,00.30,50
2024.12.17 00.30,00.30,50
2024.12.17 00.30,00.30,50
2024.12.17 00.30,00.30,50
2024.12.17 00.31,00.31,50
2024.12.17 00.31,00.31,49
2024.12.17 00.31,00.31,49
2024.12.17 00.31,00.31,49
2024.12.17 00.32,00.32,49
2024.12.17 00.32,00.32,47
2024.12.17 00.32,00.32,47
2024.12.17 00.32,00.32,47
2024.12.17 00.33,00.33,47
2024.12.17 00.33,00.33,48
2024.12.17 00.33,00.33,48
2024.12.17 00.33,00.33,48
2024.12.17 00.34,00.34,48
2024.12.17 00.34,00.34,48
2024.12.17 00.34,00.34,48
2024.12.17 00.34,00.34,48
2024.12.17 00.35,00.35,48
2024.12.17 00.35,00.35,47
2024.12.17 00.35,00.35,47
2024.12.17 00.35,00.35,47
