Date,Time,heart rate variability
2025.11.10 01:40:39,01:40:39,62.0
2025.11.10 01:45:39,01:45:39,64.0
2025.11.10 01:50:39,01:50:39,81.0
2025.11.10 01:55:39,01:55:39,83.0
2025.11.10 02:00:39,02:00:39,69.0
2025.11.10 02:05:39,02:05:39,77.0
2025.11.10 02:10:39,02:10:39,66.0
2025.11.10 02:15:39,02:15:39,82.0
2025.11.10 02:20:39,02:20:39,65.0
2025.11.10 02:25:39,02:25:39,76.0
2025.11.10 02:30:39,02:30:39,73.0
2025.11.10 02:35:39,02:35:39,80.0
2025.11.10 02:40:39,02:40:39,76.0
2025.11.10 02:45:39,02:45:39,77.0
2025.11.10 02:50:39,02:50:39,77.0
2025.11.10 02:55:39,02:55:39,73.0
2025.11.10 03:00:39,03:00:39,71.0
2025.11.10 03:05:39,03:05:39,44.0
2025.11.10 03:10:39,03:10:39,52.0
2025.11.10 03:15:39,03:15:39,74.0
2025.11.10 03:20:39,03:20:39,87.0
2025.11.10 03:25:39,03:25:39,76.0
2025.11.10 03:30:39,03:30:39,71.0
2025.11.10 03:35:39,03:35:39,87.0
2025.11.10 03:40:39,03:40:39,85.0
2025.11.10 03:45:39,03:45:39,89.0
2025.11.10 03:50:39,03:50:39,79.0
2025.11.10 03:55:39,03:55:39,83.0
2025.11.10 04:00:39,04:00:39,53.0
2025.11.10 04:05:39,04:05:39,65.0
2025.11.10 04:10:39,04:10:39,73.0
2025.11.10 04:15:39,04:15:39,82.0
2025.11.10 04:20:39,04:20:39,93.0
2025.11.10 04:25:39,04:25:39,68.0
2025.11.10 04:30:39,04:30:39,53.0
2025.11.10 04:35:39,04:35:39,53.0
2025.11.10 04:40:39,04:40:39,61.0
2025.11.10 04:45:39,04:45:39,88.0
2025.11.10 04:50:39,04:50:39,60.0
2025.11.10 04:55:39,04:55:39,72.0
2025.11.10 05:00:39,05:00:39,69.0
2025.11.10 05:05:39,05:05:39,77.0
2025.11.10 05:10:39,05:10:39,65.0
2025.11.10 05:15:39,05:15:39,61.0
2025.11.10 05:20:39,05:20:39,54.0
2025.11.10 05:25:39,05:25:39,63.0
2025.11.10 05:30:39,05:30:39,57.0
2025.11.10 05:35:39,05:35:39,57.0
2025.11.10 05:40:39,05:40:39,62.0
2025.11.10 05:45:39,05:45:39,56.0
2025.11.10 05:50:39,05:50:39,56.0
2025.11.10 05:55:39,05:55:39,54.0
2025.11.10 06:00:39,06:00:39,87.0
2025.11.10 06:05:39,06:05:39,66.0
2025.11.10 06:10:39,06:10:39,54.0
2025.11.10 06:15:39,06:15:39,51.0
2025.11.10 06:20:39,06:20:39,64.0
2025.11.10 06:25:39,06:25:39,64.0
2025.11.10 06:30:39,06:30:39,63.0
2025.11.10 06:35:39,06:35:39,79.0
2025.11.10 06:40:39,06:40:39,58.0
2025.11.10 06:45:39,06:45:39,75.0
2025.11.10 06:50:39,06:50:39,90.0
2025.11.10 06:55:39,06:55:39,82.0
2025.11.10 07:00:39,07:00:39,77.0
2025.11.10 07:05:39,07:05:39,78.0
2025.11.10 07:10:39,07:10:39,71.0
2025.11.10 07:15:39,07:15:39,70.0
2025.11.10 07:20:39,07:20:39,68.0
2025.11.10 07:25:39,07:25:39,66.0
2025.11.10 07:30:39,07:30:39,75.0
2025.11.10 21:35:40,21:35:40,55.0
2025.11.10 21:40:40,21:40:40,65.0
2025.11.10 21:45:40,21:45:40,70.0
2025.11.10 21:50:40,21:50:40,70.0
2025.11.10 21:55:40,21:55:40,65.0
2025.11.10 22:00:40,22:00:40,64.0
2025.11.10 22:05:40,22:05:40,62.0
2025.11.10 22:10:40,22:10:40,71.0
2025.11.10 22:15:40,22:15:40,55.0
2025.11.10 22:20:40,22:20:40,57.0
2025.11.10 22:25:40,22:25:40,51.0
2025.11.10 22:30:40,22:30:40,55.0
2025.11.10 22:35:40,22:35:40,58.0
2025.11.10 22:40:40,22:40:40,63.0
2025.11.10 22:45:40,22:45:40,64.0
2025.11.10 22:50:40,22:50:40,51.0
2025.11.10 22:55:40,22:55:40,56.0
2025.11.10 23:00:40,23:00:40,60.0
2025.11.10 23:05:40,23:05:40,61.0
2025.11.10 23:10:40,23:10:40,63.0
2025.11.10 23:15:40,23:15:40,57.0
2025.11.10 23:20:40,23:20:40,66.0
2025.11.10 23:25:40,23:25:40,73.0
2025.11.10 23:30:40,23:30:40,72.0
2025.11.10 23:35:40,23:35:40,62.0
2025.11.10 23:40:40,23:40:40,71.0
2025.11.10 23:45:40,23:45:40,80.0
2025.11.10 23:50:40,23:50:40,68.0
2025.11.10 23:55:40,23:55:40,56.0
