Date,Time,Heart rate,Source
2025.11.05 00:00:00,00:00:00,66,nl.appyhapps.healthsync
2025.11.05 00:00:00,00:00:00,69,com.garmin.android.apps.connectmobile
2025.11.05 00:00:15,00:00:15,69,nl.appyhapps.healthsync
2025.11.05 00:00:30,00:00:30,69,nl.appyhapps.healthsync
2025.11.05 00:00:45,00:00:45,69,nl.appyhapps.healthsync
2025.11.05 00:01:00,00:01:00,69,nl.appyhapps.healthsync
2025.11.05 00:01:15,00:01:15,69,nl.appyhapps.healthsync
2025.11.05 00:01:30,00:01:30,69,nl.appyhapps.healthsync
2025.11.05 00:01:45,00:01:45,69,nl.appyhapps.healthsync
2025.11.05 00:02:00,00:02:00,69,nl.appyhapps.healthsync
2025.11.05 00:02:15,00:02:15,59,nl.appyhapps.healthsync
2025.11.05 00:02:30,00:02:30,59,nl.appyhapps.healthsync
2025.11.05 00:02:45,00:02:45,59,nl.appyhapps.healthsync
2025.11.05 00:03:00,00:03:00,59,nl.appyhapps.healthsync
2025.11.05 00:03:15,00:03:15,60,nl.appyhapps.healthsync
2025.11.05 00:03:30,00:03:30,60,nl.appyhapps.healthsync
2025.11.05 00:03:45,00:03:45,60,nl.appyhapps.healthsync
2025.11.05 00:04:00,00:04:00,60,nl.appyhapps.healthsync
2025.11.05 00:04:15,00:04:15,61,nl.appyhapps.healthsync
2025.11.05 00:04:30,00:04:30,61,nl.appyhapps.healthsync
2025.11.05 00:04:45,00:04:45,61,nl.appyhapps.healthsync
2025.11.05 00:05:00,00:05:00,61,nl.appyhapps.healthsync
2025.11.05 00:05:15,00:05:15,63,nl.appyhapps.healthsync
2025.11.05 00:05:30,00:05:30,63,nl.appyhapps.healthsync
2025.11.05 00:05:45,00:05:45,63,nl.appyhapps.healthsync
2025.11.05 00:06:00,00:06:00,63,nl.appyhapps.healthsync
2025.11.05 00:06:15,00:06:15,66,nl.appyhapps.healthsync
2025.11.05 00:06:30,00:06:30,66,nl.appyhapps.healthsync
2025.11.05 00:06:45,00:06:45,66,nl.appyhapps.healthsync
2025.11.05 00:07:00,00:07:00,66,nl.appyhapps.healthsync
2025.11.05 00:07:15,00:07:15,67,nl.appyhapps.healthsync
2025.11.05 00:07:30,00:07:30,67,nl.appyhapps.healthsync
2025.11.05 00:07:45,00:07:45,67,nl.appyhapps.healthsync
2025.11.05 00:08:00,00:08:00,67,nl.appyhapps.healthsync
2025.11.05 00:08:15,00:08:15,65,nl.appyhapps.healthsync
2025.11.05 00:08:30,00:08:30,65,nl.appyhapps.healthsync
2025.11.05 00:08:45,00:08:45,65,nl.appyhapps.healthsync
2025.11.05 00:09:00,00:09:00,65,nl.appyhapps.healthsync
2025.11.05 00:09:15,00:09:15,64,nl.appyhapps.healthsync
2025.11.05 00:09:30,00:09:30,64,nl.appyhapps.healthsync
2025.11.05 00:09:45,00:09:45,64,nl.appyhapps.healthsync
2025.11.05 00:10:00,00:10:00,64,nl.appyhapps.healthsync
2025.11.05 00:10:15,00:10:15,69,nl.appyhapps.healthsync
2025.11.05 00:10:30,00:10:30,69,nl.appyhapps.healthsync
2025.11.05 00:10:45,00:10:45,69,nl.appyhapps.healthsync
2025.11.05 00:11:00,00:11:00,69,nl.appyhapps.healthsync
2025.11.05 00:11:15,00:11:15,61,nl.appyhapps.healthsync
2025.11.05 00:11:30,00:11:30,61,nl.appyhapps.healthsync
