Date,Time,Heart rate,Source
2025.11.02 01:00:00,01:00:00,49,com.garmin.android.apps.connectmobile
2025.11.02 01:00:15,01:00:15,49,nl.appyhapps.healthsync
2025.11.02 01:00:30,01:00:30,49,nl.appyhapps.healthsync
2025.11.02 01:00:45,01:00:45,49,nl.appyhapps.healthsync
2025.11.02 01:01:00,01:01:00,49,nl.appyhapps.healthsync
2025.11.02 01:01:15,01:01:15,49,nl.appyhapps.healthsync
2025.11.02 01:01:30,01:01:30,49,nl.appyhapps.healthsync
2025.11.02 01:01:45,01:01:45,49,nl.appyhapps.healthsync
2025.11.02 01:02:00,01:02:00,49,nl.appyhapps.healthsync
2025.11.02 01:02:15,01:02:15,45,nl.appyhapps.healthsync
2025.11.02 01:02:30,01:02:30,45,nl.appyhapps.healthsync
2025.11.02 01:02:45,01:02:45,45,nl.appyhapps.healthsync
2025.11.02 01:03:00,01:03:00,45,nl.appyhapps.healthsync
2025.11.02 01:03:15,01:03:15,46,nl.appyhapps.healthsync
2025.11.02 01:03:30,01:03:30,46,nl.appyhapps.healthsync
2025.11.02 01:03:45,01:03:45,46,nl.appyhapps.healthsync
2025.11.02 01:04:00,01:04:00,46,nl.appyhapps.healthsync
2025.11.02 01:04:15,01:04:15,48,nl.appyhapps.healthsync
2025.11.02 01:04:30,01:04:30,48,nl.appyhapps.healthsync
2025.11.02 01:04:45,01:04:45,48,nl.appyhapps.healthsync
2025.11.02 01:05:00,01:05:00,48,nl.appyhapps.healthsync
2025.11.02 01:05:15,01:05:15,47,nl.appyhapps.healthsync
2025.11.02 01:05:30,01:05:30,47,nl.appyhapps.healthsync
2025.11.02 01:05:45,01:05:45,47,nl.appyhapps.healthsync
2025.11.02 01:06:00,01:06:00,47,nl.appyhapps.healthsync
2025.11.02 01:06:15,01:06:15,47,nl.appyhapps.healthsync
2025.11.02 01:06:30,01:06:30,47,nl.appyhapps.healthsync
2025.11.02 01:06:45,01:06:45,47,nl.appyhapps.healthsync
2025.11.02 01:07:00,01:07:00,47,nl.appyhapps.healthsync
2025.11.02 01:07:15,01:07:15,54,nl.appyhapps.healthsync
2025.11.02 01:07:30,01:07:30,54,nl.appyhapps.healthsync
2025.11.02 01:07:45,01:07:45,54,nl.appyhapps.healthsync
2025.11.02 01:08:00,01:08:00,54,nl.appyhapps.healthsync
2025.11.02 01:08:15,01:08:15,71,nl.appyhapps.healthsync
2025.11.02 01:08:30,01:08:30,71,nl.appyhapps.healthsync
2025.11.02 01:08:45,01:08:45,71,nl.appyhapps.healthsync
2025.11.02 01:09:00,01:09:00,71,nl.appyhapps.healthsync
2025.11.02 01:09:15,01:09:15,62,nl.appyhapps.healthsync
2025.11.02 01:09:30,01:09:30,62,nl.appyhapps.healthsync
2025.11.02 01:09:45,01:09:45,62,nl.appyhapps.healthsync
2025.11.02 01:10:00,01:10:00,62,nl.appyhapps.healthsync
2025.11.02 01:10:15,01:10:15,55,nl.appyhapps.healthsync
2025.11.02 01:10:30,01:10:30,55,nl.appyhapps.healthsync
2025.11.02 01:10:45,01:10:45,55,nl.appyhapps.healthsync
2025.11.02 01:11:00,01:11:00,55,nl.appyhapps.healthsync
2025.11.02 01:11:15,01:11:15,51,nl.appyhapps.healthsync
2025.11.02 01:11:30,01:11:30,51,nl.appyhapps.healthsync
2025.11.02 01:11:45,01:11:45,51,nl.appyhapps.healthsync
2025.11.02 01:12:00,01:12:00,51,nl.appyhapps.healthsync
2025.11.02 01:12:15,01:12:15,49,nl.appyhapps.healthsync
2025.11.02 01:12:30,01:12:30,49,nl.appyhapps.healthsync
2025.11.02 01:12:45,01:12:45,49,nl.appyhapps.healthsync
2025.11.02 01:13:00,01:13:00,49,nl.appyhapps.healthsync
2025.11.02 01:13:15,01:13:15,47,nl.appyhapps.healthsync
2025.11.02 01:13:30,01:13:30,47,nl.appyhapps.healthsync
2025.11.02 01:13:45,01:13:45,47,nl.appyhapps.healthsync
2025.11.02 01:14:00,01:14:00,47,nl.appyhapps.healthsync
2025.11.02 01:14:15,01:14:15,49,nl.appyhapps.healthsync
2025.11.02 01:14:30,01:14:30,49,nl.appyhapps.healthsync
2025.11.02 01:14:45,01:14:45,49,nl.appyhapps.healthsync
2025.11.02 01:15:00,01:15:00,49,nl.appyhapps.healthsync
2025.11.02 01:15:15,01:15:15,48,nl.appyhapps.healthsync
2025.11.02 01:15:30,01:15:30,48,nl.appyhapps.healthsync
2025.11.02 01:15:45,01:15:45,48,nl.appyhapps.healthsync
2025.11.02 01:16:00,01:16:00,48,nl.appyhapps.healthsync
2025.11.02 01:16:15,01:16:15,47,nl.appyhapps.healthsync
2025.11.02 01:16:30,01:16:30,47,nl.appyhapps.healthsync
2025.11.02 01:16:45,01:16:45,47,nl.appyhapps.healthsync
2025.11.02 01:17:00,01:17:00,47,nl.appyhapps.healthsync
2025.11.02 01:17:15,01:17:15,47,nl.appyhapps.healthsync
2025.11.02 01:17:30,01:17:30,47,nl.appyhapps.healthsync
2025.11.02 01:17:45,01:17:45,47,nl.appyhapps.healthsync
2025.11.02 01:18:00,01:18:00,47,nl.appyhapps.healthsync
2025.11.02 01:18:15,01:18:15,48,nl.appyhapps.healthsync
2025.11.02 01:18:30,01:18:30,48,nl.appyhapps.healthsync
2025.11.02 01:18:45,01:18:45,48,nl.appyhapps.healthsync
2025.11.02 01:19:00,01:19:00,48,nl.appyhapps.healthsync
2025.11.02 01:19:15,01:19:15,48,nl.appyhapps.healthsync
2025.11.02 01:19:30,01:19:30,48,nl.appyhapps.healthsync
2025.11.02 01:19:45,01:19:45,48,nl.appyhapps.healthsync
2025.11.02 01:20:00,01:20:00,48,nl.appyhapps.healthsync
2025.11.02 01:20:15,01:20:15,47,nl.appyhapps.healthsync
2025.11.02 01:20:30,01:20:30,47,nl.appyhapps.healthsync
2025.11.02 01:20:45,01:20:45,47,nl.appyhapps.healthsync
2025.11.02 01:21:00,01:21:00,47,nl.appyhapps.healthsync
2025.11.02 01:21:15,01:21:15,49,nl.appyhapps.healthsync
2025.11.02 01:21:30,01:21:30,49,nl.appyhapps.healthsync
2025.11.02 01:21:45,01:21:45,49,nl.appyhapps.healthsync
2025.11.02 01:22:00,01:22:00,49,nl.appyhapps.healthsync
2025.11.02 01:22:15,01:22:15,49,nl.appyhapps.healthsync
2025.11.02 01:22:30,01:22:30,49,nl.appyhapps.healthsync
