Date,Time,heart rate variability
2025.11.07 01:35:39,01:35:39,48.0
2025.11.07 01:40:39,01:40:39,43.0
2025.11.07 01:45:39,01:45:39,42.0
2025.11.07 01:50:39,01:50:39,43.0
2025.11.07 01:55:39,01:55:39,41.0
2025.11.07 02:00:39,02:00:39,54.0
2025.11.07 02:05:39,02:05:39,77.0
2025.11.07 02:10:39,02:10:39,52.0
2025.11.07 02:15:39,02:15:39,60.0
2025.11.07 02:20:39,02:20:39,57.0
2025.11.07 02:25:39,02:25:39,66.0
2025.11.07 02:30:39,02:30:39,64.0
2025.11.07 02:35:39,02:35:39,57.0
2025.11.07 02:40:39,02:40:39,54.0
2025.11.07 02:45:39,02:45:39,65.0
2025.11.07 02:50:39,02:50:39,67.0
2025.11.07 02:55:39,02:55:39,25.0
2025.11.07 03:00:39,03:00:39,36.0
2025.11.07 03:05:39,03:05:39,51.0
2025.11.07 03:10:39,03:10:39,61.0
2025.11.07 03:15:39,03:15:39,55.0
2025.11.07 03:20:39,03:20:39,52.0
2025.11.07 03:25:39,03:25:39,41.0
2025.11.07 03:30:39,03:30:39,65.0
2025.11.07 03:35:39,03:35:39,58.0
2025.11.07 03:40:39,03:40:39,53.0
2025.11.07 03:45:39,03:45:39,53.0
2025.11.07 03:50:39,03:50:39,50.0
2025.11.07 03:55:39,03:55:39,50.0
2025.11.07 04:00:39,04:00:39,46.0
2025.11.07 04:05:39,04:05:39,45.0
2025.11.07 04:10:39,04:10:39,47.0
2025.11.07 04:15:39,04:15:39,47.0
2025.11.07 04:20:39,04:20:39,44.0
2025.11.07 04:25:39,04:25:39,54.0
2025.11.07 04:30:39,04:30:39,70.0
2025.11.07 04:35:39,04:35:39,66.0
2025.11.07 04:40:39,04:40:39,68.0
2025.11.07 04:45:39,04:45:39,62.0
2025.11.07 04:50:39,04:50:39,68.0
2025.11.07 05:00:39,05:00:39,68.0
2025.11.07 05:05:39,05:05:39,56.0
2025.11.07 23:20:39,23:20:39,57.0
2025.11.07 23:25:39,23:25:39,54.0
2025.11.07 23:30:39,23:30:39,42.0
2025.11.07 23:35:39,23:35:39,39.0
2025.11.07 23:40:39,23:40:39,40.0
2025.11.07 23:45:39,23:45:39,37.0
2025.11.07 23:50:39,23:50:39,45.0
2025.11.07 23:55:39,23:55:39,67.0
