Date,Time,heart rate variability
2025.11.13 00:03:25,00:03:25,56.0
2025.11.13 00:08:25,00:08:25,58.0
2025.11.13 00:13:25,00:13:25,59.0
2025.11.13 00:18:25,00:18:25,56.0
2025.11.13 00:23:25,00:23:25,57.0
2025.11.13 00:28:25,00:28:25,58.0
2025.11.13 00:33:25,00:33:25,59.0
2025.11.13 00:38:25,00:38:25,76.0
2025.11.13 00:43:25,00:43:25,72.0
2025.11.13 00:48:25,00:48:25,76.0
2025.11.13 00:53:25,00:53:25,76.0
2025.11.13 00:58:25,00:58:25,72.0
2025.11.13 01:03:25,01:03:25,86.0
2025.11.13 01:08:25,01:08:25,84.0
2025.11.13 01:13:25,01:13:25,67.0
2025.11.13 01:18:25,01:18:25,65.0
2025.11.13 01:23:25,01:23:25,82.0
2025.11.13 01:28:25,01:28:25,77.0
2025.11.13 01:33:25,01:33:25,64.0
2025.11.13 01:38:25,01:38:25,46.0
2025.11.13 01:43:25,01:43:25,70.0
2025.11.13 01:48:25,01:48:25,85.0
2025.11.13 01:53:25,01:53:25,74.0
2025.11.13 01:58:25,01:58:25,79.0
2025.11.13 02:03:25,02:03:25,60.0
2025.11.13 02:08:25,02:08:25,81.0
2025.11.13 02:13:25,02:13:25,71.0
2025.11.13 02:18:25,02:18:25,39.0
2025.11.13 02:23:25,02:23:25,94.0
2025.11.13 02:28:25,02:28:25,85.0
2025.11.13 02:33:25,02:33:25,72.0
2025.11.13 02:38:25,02:38:25,79.0
2025.11.13 02:43:25,02:43:25,86.0
2025.11.13 02:48:25,02:48:25,82.0
2025.11.13 02:53:25,02:53:25,83.0
2025.11.13 02:58:25,02:58:25,78.0
2025.11.13 03:03:25,03:03:25,78.0
2025.11.13 03:08:25,03:08:25,70.0
2025.11.13 03:13:25,03:13:25,85.0
2025.11.13 03:18:25,03:18:25,82.0
2025.11.13 03:23:25,03:23:25,83.0
2025.11.13 03:28:25,03:28:25,70.0
2025.11.13 03:33:25,03:33:25,72.0
2025.11.13 03:38:25,03:38:25,77.0
2025.11.13 03:43:25,03:43:25,76.0
2025.11.13 03:48:25,03:48:25,58.0
2025.11.13 03:53:25,03:53:25,66.0
2025.11.13 03:58:25,03:58:25,62.0
2025.11.13 04:03:25,04:03:25,59.0
2025.11.13 04:08:25,04:08:25,54.0
2025.11.13 04:13:25,04:13:25,62.0
2025.11.13 04:18:25,04:18:25,64.0
2025.11.13 04:23:25,04:23:25,58.0
2025.11.13 04:28:25,04:28:25,59.0
2025.11.13 04:33:25,04:33:25,57.0
2025.11.13 04:38:25,04:38:25,61.0
2025.11.13 04:43:25,04:43:25,68.0
2025.11.13 04:48:25,04:48:25,64.0
2025.11.13 04:53:25,04:53:25,73.0
2025.11.13 04:58:25,04:58:25,71.0
2025.11.13 05:03:25,05:03:25,77.0
2025.11.13 05:08:25,05:08:25,56.0
2025.11.13 05:13:25,05:13:25,64.0
2025.11.13 05:18:25,05:18:25,90.0
2025.11.13 05:23:25,05:23:25,104.0
2025.11.13 05:28:25,05:28:25,95.0
2025.11.13 05:33:25,05:33:25,84.0
2025.11.13 05:38:25,05:38:25,71.0
2025.11.13 05:43:25,05:43:25,83.0
2025.11.13 05:48:25,05:48:25,94.0
2025.11.13 05:53:25,05:53:25,88.0
2025.11.13 05:58:25,05:58:25,89.0
2025.11.13 06:03:25,06:03:25,82.0
2025.11.13 06:08:25,06:08:25,85.0
2025.11.13 06:13:25,06:13:25,104.0
2025.11.13 06:18:25,06:18:25,97.0
2025.11.13 06:23:25,06:23:25,48.0
2025.11.13 06:28:25,06:28:25,68.0
2025.11.13 06:33:25,06:33:25,78.0
2025.11.13 06:38:25,06:38:25,80.0
2025.11.13 06:43:25,06:43:25,78.0
2025.11.13 06:48:25,06:48:25,82.0
2025.11.13 06:53:25,06:53:25,70.0
2025.11.13 06:58:25,06:58:25,86.0
2025.11.13 07:03:25,07:03:25,64.0
2025.11.13 23:18:25,23:18:25,83.0
2025.11.13 23:23:25,23:23:25,73.0
2025.11.13 23:28:25,23:28:25,74.0
2025.11.13 23:33:25,23:33:25,64.0
2025.11.13 23:38:25,23:38:25,77.0
2025.11.13 23:43:25,23:43:25,61.0
2025.11.13 23:48:25,23:48:25,73.0
2025.11.13 23:53:25,23:53:25,74.0
2025.11.13 23:58:25,23:58:25,57.0
