Date,Time,Heart rate
2024.12.11 00.00,00.00,51
2024.12.11 00.00,00.00,49
2024.12.11 00.00,00.00,49
2024.12.11 00.00,00.00,49
2024.12.11 00.01,00.01,49
2024.12.11 00.01,00.01,49
2024.12.11 00.01,00.01,49
2024.12.11 00.01,00.01,49
2024.12.11 00.02,00.02,49
2024.12.11 00.02,00.02,51
2024.12.11 00.02,00.02,51
2024.12.11 00.02,00.02,51
2024.12.11 00.03,00.03,51
2024.12.11 00.03,00.03,50
2024.12.11 00.03,00.03,50
2024.12.11 00.03,00.03,50
2024.12.11 00.04,00.04,50
2024.12.11 00.04,00.04,49
2024.12.11 00.04,00.04,49
2024.12.11 00.04,00.04,49
2024.12.11 00.05,00.05,49
2024.12.11 00.05,00.05,51
2024.12.11 00.05,00.05,51
2024.12.11 00.05,00.05,51
2024.12.11 00.06,00.06,51
2024.12.11 00.06,00.06,50
2024.12.11 00.06,00.06,50
2024.12.11 00.06,00.06,50
2024.12.11 00.07,00.07,50
2024.12.11 00.07,00.07,53
2024.12.11 00.07,00.07,53
2024.12.11 00.07,00.07,53
2024.12.11 00.08,00.08,53
2024.12.11 00.08,00.08,50
2024.12.11 00.08,00.08,50
2024.12.11 00.08,00.08,50
2024.12.11 00.09,00.09,50
2024.12.11 00.09,00.09,49
2024.12.11 00.09,00.09,49
2024.12.11 00.09,00.09,49
2024.12.11 00.10,00.10,49
2024.12.11 00.10,00.10,49
2024.12.11 00.10,00.10,49
2024.12.11 00.10,00.10,49
2024.12.11 00.11,00.11,49
2024.12.11 00.11,00.11,48
2024.12.11 00.11,00.11,48
2024.12.11 00.11,00.11,48
2024.12.11 00.12,00.12,48
2024.12.11 00.12,00.12,50
2024.12.11 00.12,00.12,50
2024.12.11 00.12,00.12,50
2024.12.11 00.13,00.13,50
2024.12.11 00.13,00.13,50
2024.12.11 00.13,00.13,50
2024.12.11 00.13,00.13,50
2024.12.11 00.14,00.14,50
2024.12.11 00.14,00.14,50
2024.12.11 00.14,00.14,50
2024.12.11 00.14,00.14,50
2024.12.11 00.15,00.15,50
2024.12.11 00.15,00.15,49
2024.12.11 00.15,00.15,49
2024.12.11 00.15,00.15,49
2024.12.11 00.16,00.16,49
2024.12.11 00.16,00.16,50
2024.12.11 00.16,00.16,50
2024.12.11 00.16,00.16,50
2024.12.11 00.17,00.17,50
2024.12.11 00.17,00.17,51
2024.12.11 00.17,00.17,51
2024.12.11 00.17,00.17,51
2024.12.11 00.18,00.18,51
2024.12.11 00.18,00.18,48
2024.12.11 00.18,00.18,48
2024.12.11 00.18,00.18,48
2024.12.11 00.19,00.19,48
2024.12.11 00.19,00.19,50
2024.12.11 00.19,00.19,50
2024.12.11 00.19,00.19,50
2024.12.11 00.20,00.20,50
2024.12.11 00.20,00.20,48
2024.12.11 00.20,00.20,48
2024.12.11 00.20,00.20,48
2024.12.11 00.21,00.21,48
2024.12.11 00.21,00.21,49
2024.12.11 00.21,00.21,49
2024.12.11 00.21,00.21,49
2024.12.11 00.22,00.22,49
2024.12.11 00.22,00.22,50
2024.12.11 00.22,00.22,50
2024.12.11 00.22,00.22,50
2024.12.11 00.23,00.23,50
2024.12.11 00.23,00.23,48
2024.12.11 00.23,00.23,48
2024.12.11 00.23,00.23,48
2024.12.11 00.24,00.24,48
2024.12.11 00.24,00.24,50
2024.12.11 00.24,00.24,50
2024.12.11 00.24,00.24,50
2024.12.11 00.25,00.25,50
2024.12.11 00.25,00.25,49
2024.12.11 00.25,00.25,49
2024.12.11 00.25,00.25,49
2024.12.11 00.26,00.26,49
2024.12.11 00.26,00.26,49
2024.12.11 00.26,00.26,49
2024.12.11 00.26,00.26,49
2024.12.11 00.27,00.27,49
2024.12.11 00.27,00.27,49
2024.12.11 00.27,00.27,49
2024.12.11 00.27,00.27,49
2024.12.11 00.28,00.28,49
2024.12.11 00.28,00.28,49
2024.12.11 00.28,00.28,49
2024.12.11 00.28,00.28,49
2024.12.11 00.29,00.29,49
2024.12.11 00.29,00.29,50
2024.12.11 00.29,00.29,50
2024.12.11 00.29,00.29,50
2024.12.11 00.30,00.30,50
2024.12.11 00.30,00.30,58
2024.12.11 00.30,00.30,58
2024.12.11 00.30,00.30,58
2024.12.11 00.31,00.31,58
2024.12.11 00.31,00.31,52
2024.12.11 00.31,00.31,52
2024.12.11 00.31,00.31,52
2024.12.11 00.32,00.32,52
2024.12.11 00.32,00.32,54
2024.12.11 00.32,00.32,54
2024.12.11 00.32,00.32,54
2024.12.11 00.33,00.33,54
2024.12.11 00.33,00.33,52
2024.12.11 00.33,00.33,52
2024.12.11 00.33,00.33,52
2024.12.11 00.34,00.34,52
2024.12.11 00.34,00.34,50
2024.12.11 00.34,00.34,50
2024.12.11 00.34,00.34,50
2024.12.11 00.35,00.35,50
2024.12.11 00.35,00.35,52
2024.12.11 00.35,00.35,52
2024.12.11 00.35,00.35,52
2024.12.11 00.36,00.36,52
2024.12.11 00.36,00.36,54
2024.12.11 00.36,00.36,54
2024.12.11 00.36,00.36,54
2024.12.11 00.37,00.37,54
2024.12.11 00.37,00.37,55
2024.12.11 00.37,00.37,55
2024.12.11 00.37,00.37,55
2024.12.11 00.38,00.38,55
2024.12.11 00.38,00.38,58
2024.12.11 00.38,00.38,58
2024.12.11 00.38,00.38,58
