Date,Time,heart rate variability
2025.11.11 00:00:40,00:00:40,23.0
2025.11.11 00:05:40,00:05:40,52.0
2025.11.11 00:10:40,00:10:40,60.0
2025.11.11 00:15:40,00:15:40,74.0
2025.11.11 00:20:40,00:20:40,79.0
2025.11.11 00:25:40,00:25:40,75.0
2025.11.11 00:30:40,00:30:40,75.0
2025.11.11 00:35:40,00:35:40,69.0
2025.11.11 00:40:40,00:40:40,71.0
2025.11.11 00:45:40,00:45:40,60.0
2025.11.11 00:50:46,00:50:46,56.0
2025.11.11 00:55:40,00:55:40,63.0
2025.11.11 01:00:40,01:00:40,60.0
2025.11.11 01:05:40,01:05:40,46.0
2025.11.11 01:10:40,01:10:40,49.0
2025.11.11 01:15:40,01:15:40,68.0
2025.11.11 01:20:40,01:20:40,63.0
2025.11.11 01:25:40,01:25:40,65.0
2025.11.11 01:30:40,01:30:40,63.0
2025.11.11 01:35:40,01:35:40,39.0
2025.11.11 01:40:40,01:40:40,35.0
2025.11.11 01:45:40,01:45:40,48.0
2025.11.11 01:50:40,01:50:40,61.0
2025.11.11 01:55:40,01:55:40,63.0
2025.11.11 02:00:40,02:00:40,71.0
2025.11.11 02:05:40,02:05:40,61.0
2025.11.11 02:10:40,02:10:40,62.0
2025.11.11 02:15:40,02:15:40,70.0
2025.11.11 02:20:40,02:20:40,60.0
2025.11.11 02:25:40,02:25:40,66.0
2025.11.11 02:30:40,02:30:40,70.0
2025.11.11 02:35:40,02:35:40,71.0
2025.11.11 02:40:40,02:40:40,64.0
2025.11.11 02:45:40,02:45:40,65.0
2025.11.11 02:50:40,02:50:40,65.0
2025.11.11 02:55:40,02:55:40,74.0
2025.11.11 03:00:40,03:00:40,77.0
2025.11.11 03:05:40,03:05:40,77.0
2025.11.11 03:10:40,03:10:40,70.0
2025.11.11 03:15:40,03:15:40,66.0
2025.11.11 03:20:40,03:20:40,73.0
2025.11.11 03:25:40,03:25:40,74.0
2025.11.11 03:30:40,03:30:40,67.0
2025.11.11 03:35:40,03:35:40,60.0
2025.11.11 03:40:40,03:40:40,77.0
2025.11.11 03:45:40,03:45:40,75.0
2025.11.11 03:50:40,03:50:40,86.0
2025.11.11 03:55:43,03:55:43,74.0
2025.11.11 04:00:40,04:00:40,63.0
2025.11.11 04:05:40,04:05:40,43.0
2025.11.11 04:10:40,04:10:40,57.0
2025.11.11 04:15:40,04:15:40,70.0
2025.11.11 04:20:40,04:20:40,75.0
2025.11.11 04:25:40,04:25:40,83.0
2025.11.11 04:30:40,04:30:40,73.0
2025.11.11 04:35:40,04:35:40,62.0
2025.11.11 04:40:40,04:40:40,56.0
2025.11.11 04:45:40,04:45:40,59.0
2025.11.11 04:50:40,04:50:40,55.0
2025.11.11 04:55:40,04:55:40,55.0
2025.11.11 05:00:40,05:00:40,65.0
2025.11.11 05:05:40,05:05:40,67.0
2025.11.11 05:10:40,05:10:40,76.0
2025.11.11 05:15:40,05:15:40,80.0
2025.11.11 05:20:40,05:20:40,58.0
2025.11.11 05:25:40,05:25:40,33.0
2025.11.11 05:30:40,05:30:40,78.0
2025.11.11 05:35:40,05:35:40,74.0
2025.11.11 05:40:40,05:40:40,70.0
2025.11.11 05:45:40,05:45:40,73.0
2025.11.11 05:50:40,05:50:40,72.0
2025.11.11 05:55:40,05:55:40,78.0
2025.11.11 06:00:40,06:00:40,59.0
2025.11.11 06:05:40,06:05:40,72.0
2025.11.11 06:10:40,06:10:40,95.0
2025.11.11 06:15:40,06:15:40,81.0
2025.11.11 06:20:40,06:20:40,105.0
2025.11.11 06:25:40,06:25:40,96.0
2025.11.11 06:30:40,06:30:40,70.0
2025.11.11 06:35:40,06:35:40,69.0
2025.11.11 06:40:40,06:40:40,66.0
2025.11.11 06:45:40,06:45:40,74.0
2025.11.11 06:50:40,06:50:40,64.0
2025.11.11 06:55:47,06:55:47,56.0
2025.11.11 07:00:40,07:00:40,52.0
2025.11.11 07:05:40,07:05:40,61.0
2025.11.11 07:10:40,07:10:40,61.0
2025.11.11 07:15:40,07:15:40,61.0
2025.11.11 07:20:40,07:20:40,79.0
2025.11.11 07:25:40,07:25:40,71.0
2025.11.11 07:30:40,07:30:40,77.0
2025.11.11 07:35:40,07:35:40,81.0
2025.11.11 07:40:40,07:40:40,93.0
2025.11.11 07:45:40,07:45:40,80.0
2025.11.11 07:50:40,07:50:40,69.0
2025.11.11 07:55:40,07:55:40,86.0
2025.11.11 08:00:40,08:00:40,81.0
2025.11.11 08:05:40,08:05:40,90.0
2025.11.11 08:10:40,08:10:40,81.0
2025.11.11 08:15:40,08:15:40,70.0
2025.11.11 08:20:40,08:20:40,69.0
2025.11.11 21:48:25,21:48:25,73.0
2025.11.11 21:53:25,21:53:25,73.0
2025.11.11 21:58:25,21:58:25,72.0
2025.11.11 22:03:25,22:03:25,65.0
2025.11.11 22:08:25,22:08:25,66.0
2025.11.11 22:13:25,22:13:25,64.0
2025.11.11 22:18:25,22:18:25,65.0
2025.11.11 22:23:25,22:23:25,73.0
2025.11.11 22:28:25,22:28:25,80.0
2025.11.11 22:33:25,22:33:25,81.0
2025.11.11 22:38:25,22:38:25,79.0
2025.11.11 22:43:25,22:43:25,77.0
2025.11.11 22:48:25,22:48:25,71.0
2025.11.11 22:53:25,22:53:25,73.0
2025.11.11 22:58:25,22:58:25,77.0
2025.11.11 23:03:25,23:03:25,79.0
2025.11.11 23:08:25,23:08:25,77.0
2025.11.11 23:13:25,23:13:25,82.0
2025.11.11 23:18:25,23:18:25,79.0
2025.11.11 23:23:25,23:23:25,80.0
2025.11.11 23:28:25,23:28:25,85.0
2025.11.11 23:33:25,23:33:25,77.0
2025.11.11 23:38:25,23:38:25,84.0
2025.11.11 23:43:25,23:43:25,69.0
2025.11.11 23:48:25,23:48:25,76.0
2025.11.11 23:53:25,23:53:25,65.0
2025.11.11 23:58:25,23:58:25,64.0
