Date,Time,Heart rate
2024.12.12 00.00,00.00,50
2024.12.12 00.00,00.00,51
2024.12.12 00.00,00.00,51
2024.12.12 00.00,00.00,51
2024.12.12 00.01,00.01,51
2024.12.12 00.01,00.01,51
2024.12.12 00.01,00.01,51
2024.12.12 00.01,00.01,51
2024.12.12 00.02,00.02,51
2024.12.12 00.02,00.02,50
2024.12.12 00.02,00.02,50
2024.12.12 00.02,00.02,50
2024.12.12 00.03,00.03,50
2024.12.12 00.03,00.03,51
2024.12.12 00.03,00.03,51
2024.12.12 00.03,00.03,51
2024.12.12 00.04,00.04,51
2024.12.12 00.04,00.04,51
2024.12.12 00.04,00.04,51
2024.12.12 00.04,00.04,51
2024.12.12 00.05,00.05,51
2024.12.12 00.05,00.05,50
2024.12.12 00.05,00.05,50
2024.12.12 00.05,00.05,50
2024.12.12 00.06,00.06,50
2024.12.12 00.06,00.06,51
2024.12.12 00.06,00.06,51
2024.12.12 00.06,00.06,51
2024.12.12 00.07,00.07,51
2024.12.12 00.07,00.07,50
2024.12.12 00.07,00.07,50
2024.12.12 00.07,00.07,50
2024.12.12 00.08,00.08,50
2024.12.12 00.08,00.08,52
2024.12.12 00.08,00.08,52
2024.12.12 00.08,00.08,52
2024.12.12 00.09,00.09,52
2024.12.12 00.09,00.09,55
2024.12.12 00.09,00.09,55
2024.12.12 00.09,00.09,55
2024.12.12 00.10,00.10,55
2024.12.12 00.10,00.10,53
2024.12.12 00.10,00.10,53
2024.12.12 00.10,00.10,53
2024.12.12 00.11,00.11,53
2024.12.12 00.11,00.11,63
2024.12.12 00.11,00.11,63
2024.12.12 00.11,00.11,63
2024.12.12 00.12,00.12,63
2024.12.12 00.12,00.12,56
2024.12.12 00.12,00.12,56
2024.12.12 00.12,00.12,56
2024.12.12 00.13,00.13,56
2024.12.12 00.13,00.13,62
2024.12.12 00.13,00.13,62
2024.12.12 00.13,00.13,62
2024.12.12 00.14,00.14,62
2024.12.12 00.14,00.14,57
2024.12.12 00.14,00.14,57
2024.12.12 00.14,00.14,57
2024.12.12 00.15,00.15,57
2024.12.12 00.15,00.15,52
2024.12.12 00.15,00.15,52
2024.12.12 00.15,00.15,52
2024.12.12 00.16,00.16,52
2024.12.12 00.16,00.16,49
2024.12.12 00.16,00.16,49
2024.12.12 00.16,00.16,49
2024.12.12 00.17,00.17,49
2024.12.12 00.17,00.17,54
2024.12.12 00.17,00.17,54
2024.12.12 00.17,00.17,54
2024.12.12 00.18,00.18,54
2024.12.12 00.18,00.18,53
2024.12.12 00.18,00.18,53
2024.12.12 00.18,00.18,53
2024.12.12 00.19,00.19,53
2024.12.12 00.19,00.19,55
2024.12.12 00.19,00.19,55
2024.12.12 00.19,00.19,55
2024.12.12 00.20,00.20,55
2024.12.12 00.20,00.20,61
2024.12.12 00.20,00.20,61
2024.12.12 00.20,00.20,61
2024.12.12 00.21,00.21,61
2024.12.12 00.21,00.21,61
2024.12.12 00.21,00.21,61
2024.12.12 00.21,00.21,61
2024.12.12 00.22,00.22,61
2024.12.12 00.22,00.22,58
2024.12.12 00.22,00.22,58
2024.12.12 00.22,00.22,58
2024.12.12 00.23,00.23,58
2024.12.12 00.23,00.23,60
2024.12.12 00.23,00.23,60
2024.12.12 00.23,00.23,60
2024.12.12 00.24,00.24,60
2024.12.12 00.24,00.24,62
2024.12.12 00.24,00.24,62
2024.12.12 00.24,00.24,62
2024.12.12 00.25,00.25,62
2024.12.12 00.25,00.25,61
2024.12.12 00.25,00.25,61
2024.12.12 00.25,00.25,61
2024.12.12 00.26,00.26,61
2024.12.12 00.26,00.26,61
2024.12.12 00.26,00.26,61
2024.12.12 00.26,00.26,61
2024.12.12 00.27,00.27,61
