Date,Time,Heart rate
2024.12.27 00.00,00.00,93
2024.12.27 00.00,00.00,93
2024.12.27 00.00,00.00,93
2024.12.27 00.01,00.01,93
2024.12.27 00.01,00.01,93
2024.12.27 00.01,00.01,93
2024.12.27 00.01,00.01,93
2024.12.27 00.02,00.02,93
2024.12.27 00.02,00.02,94
2024.12.27 00.02,00.02,94
2024.12.27 00.02,00.02,94
2024.12.27 00.03,00.03,94
2024.12.27 00.03,00.03,87
2024.12.27 00.03,00.03,87
2024.12.27 00.03,00.03,87
2024.12.27 00.04,00.04,87
2024.12.27 00.04,00.04,92
2024.12.27 00.04,00.04,92
2024.12.27 00.04,00.04,92
2024.12.27 00.05,00.05,92
2024.12.27 00.05,00.05,89
2024.12.27 00.05,00.05,89
2024.12.27 00.05,00.05,89
2024.12.27 00.06,00.06,89
2024.12.27 00.06,00.06,91
2024.12.27 00.06,00.06,91
2024.12.27 00.06,00.06,91
2024.12.27 00.07,00.07,91
2024.12.27 00.07,00.07,94
2024.12.27 00.07,00.07,94
2024.12.27 00.07,00.07,94
2024.12.27 00.08,00.08,94
2024.12.27 00.08,00.08,87
2024.12.27 00.08,00.08,87
2024.12.27 00.08,00.08,87
2024.12.27 00.09,00.09,87
2024.12.27 00.09,00.09,99
2024.12.27 00.09,00.09,99
2024.12.27 00.09,00.09,99
2024.12.27 00.10,00.10,99
2024.12.27 00.10,00.10,91
2024.12.27 00.10,00.10,91
2024.12.27 00.10,00.10,91
2024.12.27 00.11,00.11,91
2024.12.27 00.11,00.11,84
2024.12.27 00.11,00.11,84
2024.12.27 00.11,00.11,84
2024.12.27 00.12,00.12,84
2024.12.27 00.12,00.12,81
2024.12.27 00.12,00.12,81
2024.12.27 00.12,00.12,81
2024.12.27 00.13,00.13,81
2024.12.27 00.13,00.13,81
2024.12.27 00.13,00.13,81
2024.12.27 00.13,00.13,81
2024.12.27 00.14,00.14,81
2024.12.27 00.14,00.14,86
2024.12.27 00.14,00.14,86
2024.12.27 00.14,00.14,86
2024.12.27 00.15,00.15,86
2024.12.27 00.15,00.15,73
2024.12.27 00.15,00.15,73
2024.12.27 00.15,00.15,73
2024.12.27 00.16,00.16,73
2024.12.27 00.16,00.16,74
2024.12.27 00.16,00.16,74
2024.12.27 00.16,00.16,74
2024.12.27 00.17,00.17,74
2024.12.27 00.17,00.17,77
2024.12.27 00.17,00.17,77
2024.12.27 00.17,00.17,77
2024.12.27 00.18,00.18,77
2024.12.27 00.18,00.18,76
2024.12.27 00.18,00.18,76
2024.12.27 00.18,00.18,76
2024.12.27 00.19,00.19,76
2024.12.27 00.19,00.19,71
2024.12.27 00.19,00.19,71
2024.12.27 00.19,00.19,71
2024.12.27 00.20,00.20,71
2024.12.27 00.20,00.20,71
2024.12.27 00.20,00.20,71
2024.12.27 00.20,00.20,71
2024.12.27 00.21,00.21,71
2024.12.27 00.21,00.21,77
2024.12.27 00.21,00.21,77
2024.12.27 00.21,00.21,77
2024.12.27 00.22,00.22,77
2024.12.27 00.22,00.22,88
2024.12.27 00.22,00.22,88
2024.12.27 00.22,00.22,88
2024.12.27 00.23,00.23,88
2024.12.27 00.23,00.23,89
2024.12.27 00.23,00.23,89
2024.12.27 00.23,00.23,89
2024.12.27 00.24,00.24,89
2024.12.27 00.24,00.24,95
2024.12.27 00.24,00.24,95
2024.12.27 00.24,00.24,95
2024.12.27 00.25,00.25,95
2024.12.27 00.25,00.25,104
2024.12.27 00.25,00.25,104
2024.12.27 00.25,00.25,104
2024.12.27 00.26,00.26,104
2024.12.27 00.26,00.26,89
2024.12.27 00.26,00.26,89
2024.12.27 00.26,00.26,89
2024.12.27 00.27,00.27,89
2024.12.27 00.27,00.27,100
2024.12.27 00.27,00.27,100
2024.12.27 00.27,00.27,100
2024.12.27 00.28,00.28,100
2024.12.27 00.28,00.28,98
2024.12.27 00.28,00.28,98
2024.12.27 00.28,00.28,98
2024.12.27 00.29,00.29,98
2024.12.27 00.29,00.29,92
2024.12.27 00.29,00.29,92
2024.12.27 00.29,00.29,92
2024.12.27 00.30,00.30,92
2024.12.27 00.30,00.30,93
2024.12.27 00.30,00.30,93
2024.12.27 00.30,00.30,93
2024.12.27 00.31,00.31,93
