Date,Time,Heart rate,Source
2025.11.12 00:00:00,00:00:00,51,nl.appyhapps.healthsync
2025.11.12 00:00:00,00:00:00,48,com.garmin.android.apps.connectmobile
2025.11.12 00:00:15,00:00:15,48,nl.appyhapps.healthsync
2025.11.12 00:00:30,00:00:30,48,nl.appyhapps.healthsync
2025.11.12 00:00:45,00:00:45,48,nl.appyhapps.healthsync
2025.11.12 00:01:00,00:01:00,48,nl.appyhapps.healthsync
2025.11.12 00:01:15,00:01:15,48,nl.appyhapps.healthsync
2025.11.12 00:01:30,00:01:30,48,nl.appyhapps.healthsync
2025.11.12 00:01:45,00:01:45,48,nl.appyhapps.healthsync
2025.11.12 00:02:00,00:02:00,48,nl.appyhapps.healthsync
2025.11.12 00:02:15,00:02:15,48,nl.appyhapps.healthsync
2025.11.12 00:02:30,00:02:30,48,nl.appyhapps.healthsync
2025.11.12 00:02:45,00:02:45,48,nl.appyhapps.healthsync
2025.11.12 00:03:00,00:03:00,48,nl.appyhapps.healthsync
2025.11.12 00:03:15,00:03:15,48,nl.appyhapps.healthsync
2025.11.12 00:03:30,00:03:30,48,nl.appyhapps.healthsync
2025.11.12 00:03:45,00:03:45,48,nl.appyhapps.healthsync
2025.11.12 00:04:00,00:04:00,48,nl.appyhapps.healthsync
2025.11.12 00:04:15,00:04:15,51,nl.appyhapps.healthsync
2025.11.12 00:04:30,00:04:30,51,nl.appyhapps.healthsync
2025.11.12 00:04:45,00:04:45,51,nl.appyhapps.healthsync
2025.11.12 00:05:00,00:05:00,51,nl.appyhapps.healthsync
2025.11.12 00:05:15,00:05:15,50,nl.appyhapps.healthsync
2025.11.12 00:05:30,00:05:30,50,nl.appyhapps.healthsync
2025.11.12 00:05:45,00:05:45,50,nl.appyhapps.healthsync
2025.11.12 00:06:00,00:06:00,50,nl.appyhapps.healthsync
2025.11.12 00:06:15,00:06:15,53,nl.appyhapps.healthsync
2025.11.12 00:06:30,00:06:30,53,nl.appyhapps.healthsync
2025.11.12 00:06:45,00:06:45,53,nl.appyhapps.healthsync
2025.11.12 00:07:00,00:07:00,53,nl.appyhapps.healthsync
2025.11.12 00:07:15,00:07:15,51,nl.appyhapps.healthsync
2025.11.12 00:07:30,00:07:30,51,nl.appyhapps.healthsync
2025.11.12 00:07:45,00:07:45,51,nl.appyhapps.healthsync
2025.11.12 00:08:00,00:08:00,51,nl.appyhapps.healthsync
2025.11.12 00:08:15,00:08:15,61,nl.appyhapps.healthsync
2025.11.12 00:08:30,00:08:30,61,nl.appyhapps.healthsync
2025.11.12 00:08:45,00:08:45,61,nl.appyhapps.healthsync
