Date,Time,Heart rate
2024.12.08 00.00,00.00,57
2024.12.08 00.00,00.00,56
2024.12.08 00.00,00.00,56
2024.12.08 00.00,00.00,56
2024.12.08 00.01,00.01,56
2024.12.08 00.01,00.01,56
2024.12.08 00.01,00.01,56
2024.12.08 00.01,00.01,56
2024.12.08 00.02,00.02,56
2024.12.08 00.02,00.02,56
2024.12.08 00.02,00.02,56
2024.12.08 00.02,00.02,56
2024.12.08 00.03,00.03,56
2024.12.08 00.03,00.03,57
2024.12.08 00.03,00.03,57
2024.12.08 00.03,00.03,57
2024.12.08 00.04,00.04,57
2024.12.08 00.04,00.04,57
2024.12.08 00.04,00.04,57
2024.12.08 00.04,00.04,57
2024.12.08 00.05,00.05,57
2024.12.08 00.05,00.05,58
2024.12.08 00.05,00.05,58
2024.12.08 00.05,00.05,58
2024.12.08 00.06,00.06,58
2024.12.08 00.06,00.06,56
2024.12.08 00.06,00.06,56
2024.12.08 00.06,00.06,56
2024.12.08 00.07,00.07,56
2024.12.08 00.07,00.07,57
2024.12.08 00.07,00.07,57
2024.12.08 00.07,00.07,57
2024.12.08 00.08,00.08,57
2024.12.08 00.08,00.08,57
2024.12.08 00.08,00.08,57
2024.12.08 00.08,00.08,57
2024.12.08 00.09,00.09,57
2024.12.08 00.09,00.09,57
2024.12.08 00.09,00.09,57
2024.12.08 00.09,00.09,57
2024.12.08 00.10,00.10,57
2024.12.08 00.10,00.10,56
2024.12.08 00.10,00.10,56
2024.12.08 00.10,00.10,56
2024.12.08 00.11,00.11,56
2024.12.08 00.11,00.11,58
2024.12.08 00.11,00.11,58
2024.12.08 00.11,00.11,58
2024.12.08 00.12,00.12,58
2024.12.08 00.12,00.12,57
2024.12.08 00.12,00.12,57
2024.12.08 00.12,00.12,57
2024.12.08 00.13,00.13,57
2024.12.08 00.13,00.13,57
2024.12.08 00.13,00.13,57
2024.12.08 00.13,00.13,57
2024.12.08 00.14,00.14,57
2024.12.08 00.14,00.14,56
2024.12.08 00.14,00.14,56
2024.12.08 00.14,00.14,56
2024.12.08 00.15,00.15,56
2024.12.08 00.15,00.15,56
2024.12.08 00.15,00.15,56
2024.12.08 00.15,00.15,56
2024.12.08 00.16,00.16,56
2024.12.08 00.16,00.16,58
2024.12.08 00.16,00.16,58
2024.12.08 00.16,00.16,58
2024.12.08 00.17,00.17,58
2024.12.08 00.17,00.17,58
2024.12.08 00.17,00.17,58
2024.12.08 00.17,00.17,58
2024.12.08 00.18,00.18,58
2024.12.08 00.18,00.18,56
2024.12.08 00.18,00.18,56
2024.12.08 00.18,00.18,56
2024.12.08 00.19,00.19,56
2024.12.08 00.19,00.19,56
2024.12.08 00.19,00.19,56
2024.12.08 00.19,00.19,56
2024.12.08 00.20,00.20,56
2024.12.08 00.20,00.20,57
2024.12.08 00.20,00.20,57
2024.12.08 00.20,00.20,57
2024.12.08 00.21,00.21,57
2024.12.08 00.21,00.21,57
2024.12.08 00.21,00.21,57
2024.12.08 00.21,00.21,57
