Date,Time,Steps
2024.12.28 00.00,00.00,31
2024.12.28 02.45,02.45,7
2024.12.28 08.00,08.00,76
2024.12.28 08.15,08.15,136
2024.12.28 08.30,08.30,111
2024.12.28 08.45,08.45,99
2024.12.28 09.00,09.00,110
2024.12.28 09.15,09.15,55
2024.12.28 09.30,09.30,214
2024.12.28 09.45,09.45,299
2024.12.28 10.00,10.00,243
2024.12.28 10.15,10.15,364
2024.12.28 10.30,10.30,156
2024.12.28 10.45,10.45,199
2024.12.28 11.00,11.00,107
2024.12.28 11.15,11.15,170
2024.12.28 11.30,11.30,252
2024.12.28 12.00,12.00,160
2024.12.28 12.15,12.15,102
2024.12.28 12.30,12.30,74
2024.12.28 12.45,12.45,132
2024.12.28 13.00,13.00,94
2024.12.28 13.15,13.15,224
2024.12.28 13.30,13.30,492
2024.12.28 13.45,13.45,679
2024.12.28 14.00,14.00,602
2024.12.28 14.15,14.15,489
2024.12.28 14.30,14.30,586
2024.12.28 14.45,14.45,473
2024.12.28 15.00,15.00,415
2024.12.28 15.15,15.15,648
2024.12.28 15.30,15.30,493
2024.12.28 15.45,15.45,572
2024.12.28 16.00,16.00,117
2024.12.28 16.15,16.15,106
2024.12.28 16.30,16.30,1046
2024.12.28 16.45,16.45,1052
2024.12.28 17.00,17.00,866
2024.12.28 17.15,17.15,727
2024.12.28 17.30,17.30,152
2024.12.28 17.45,17.45,221
2024.12.28 18.00,18.00,62
2024.12.28 18.15,18.15,229
2024.12.28 18.30,18.30,70
2024.12.28 18.45,18.45,97
2024.12.28 19.00,19.00,11
2024.12.28 19.15,19.15,22
2024.12.28 19.45,19.45,209
