Date,Time,Steps
2024.12.29 06.15,06.15,131
2024.12.29 06.30,06.30,13
2024.12.29 09.00,09.00,52
2024.12.29 09.15,09.15,115
2024.12.29 09.30,09.30,66
2024.12.29 09.45,09.45,67
2024.12.29 10.00,10.00,130
2024.12.29 10.15,10.15,122
2024.12.29 10.45,10.45,1590
2024.12.29 11.00,11.00,2313
2024.12.29 11.15,11.15,1525
2024.12.29 11.30,11.30,117
2024.12.29 11.45,11.45,147
2024.12.29 12.00,12.00,42
2024.12.29 13.15,13.15,11
2024.12.29 13.30,13.30,60
2024.12.29 13.45,13.45,15
2024.12.29 14.00,14.00,149
2024.12.29 14.15,14.15,64
2024.12.29 14.30,14.30,221
2024.12.29 14.45,14.45,133
2024.12.29 15.00,15.00,640
2024.12.29 15.15,15.15,997
2024.12.29 15.30,15.30,883
2024.12.29 15.45,15.45,1197
2024.12.29 16.00,16.00,906
2024.12.29 16.15,16.15,211
2024.12.29 16.30,16.30,181
2024.12.29 16.45,16.45,86
2024.12.29 17.00,17.00,19
2024.12.29 17.15,17.15,161
2024.12.29 17.45,17.45,48
2024.12.29 18.00,18.00,111
2024.12.29 18.15,18.15,102
2024.12.29 18.30,18.30,74
2024.12.29 18.45,18.45,50
2024.12.29 19.30,19.30,252
2024.12.29 19.45,19.45,237
2024.12.29 20.15,20.15,61
2024.12.29 20.30,20.30,70
2024.12.29 20.45,20.45,485
2024.12.29 21.00,21.00,118
2024.12.29 21.15,21.15,109
2024.12.29 21.30,21.30,282
2024.12.29 21.45,21.45,60
2024.12.29 22.30,22.30,99
2024.12.29 22.45,22.45,51
