Date,Time,Steps
2025.01.05 05:00:00,05:00:00,15
2025.01.05 08:30:00,08:30:00,7
2025.01.05 08:45:00,08:45:00,77
2025.01.05 09:15:00,09:15:00,16
2025.01.05 09:30:00,09:30:00,7
2025.01.05 09:45:00,09:45:00,13
2025.01.05 10:00:00,10:00:00,9
2025.01.05 10:15:00,10:15:00,454
2025.01.05 10:30:00,10:30:00,2225
2025.01.05 10:45:00,10:45:00,2146
2025.01.05 11:00:00,11:00:00,1998
2025.01.05 11:15:00,11:15:00,1073
2025.01.05 11:45:00,11:45:00,13
2025.01.05 12:00:00,12:00:00,98
2025.01.05 12:15:00,12:15:00,130
2025.01.05 12:30:00,12:30:00,15
2025.01.05 13:00:00,13:00:00,86
2025.01.05 13:45:00,13:45:00,143
2025.01.05 14:00:00,14:00:00,302
2025.01.05 14:30:00,14:30:00,9
2025.01.05 15:00:00,15:00:00,156
2025.01.05 15:15:00,15:15:00,25
2025.01.05 15:30:00,15:30:00,146
2025.01.05 15:45:00,15:45:00,89
2025.01.05 16:15:00,16:15:00,265
2025.01.05 16:30:00,16:30:00,187
2025.01.05 16:45:00,16:45:00,6
2025.01.05 17:00:00,17:00:00,48
2025.01.05 17:30:00,17:30:00,170
2025.01.05 17:45:00,17:45:00,66
2025.01.05 18:00:00,18:00:00,30
2025.01.05 18:15:00,18:15:00,308
2025.01.05 18:30:00,18:30:00,140
2025.01.05 19:45:00,19:45:00,48
2025.01.05 20:00:00,20:00:00,47
2025.01.05 20:30:00,20:30:00,48
2025.01.05 20:45:00,20:45:00,195
2025.01.05 21:00:00,21:00:00,39
2025.01.05 21:15:00,21:15:00,113
2025.01.05 21:30:00,21:30:00,36
2025.01.05 21:45:00,21:45:00,11
2025.01.05 22:00:00,22:00:00,99
2025.01.05 22:15:00,22:15:00,99
