Date,Time,Steps
2025.01.04 08:00:00,08:00:00,172
2025.01.04 08:15:00,08:15:00,47
2025.01.04 08:30:00,08:30:00,264
2025.01.04 08:45:00,08:45:00,75
2025.01.04 09:00:00,09:00:00,109
2025.01.04 09:15:00,09:15:00,95
2025.01.04 09:30:00,09:30:00,473
2025.01.04 09:45:00,09:45:00,122
2025.01.04 10:30:00,10:30:00,96
2025.01.04 11:00:00,11:00:00,57
2025.01.04 11:15:00,11:15:00,46
2025.01.04 11:45:00,11:45:00,53
2025.01.04 12:00:00,12:00:00,51
2025.01.04 12:30:00,12:30:00,222
2025.01.04 12:45:00,12:45:00,234
2025.01.04 13:00:00,13:00:00,137
2025.01.04 13:15:00,13:15:00,7
2025.01.04 13:30:00,13:30:00,120
2025.01.04 13:45:00,13:45:00,154
2025.01.04 14:00:00,14:00:00,43
2025.01.04 14:45:00,14:45:00,22
2025.01.04 15:15:00,15:15:00,156
2025.01.04 15:30:00,15:30:00,12
2025.01.04 15:45:00,15:45:00,14
2025.01.04 17:30:00,17:30:00,41
2025.01.04 17:45:00,17:45:00,9
2025.01.04 18:00:00,18:00:00,73
2025.01.04 18:15:00,18:15:00,131
2025.01.04 18:30:00,18:30:00,146
2025.01.04 18:45:00,18:45:00,126
2025.01.04 19:00:00,19:00:00,110
2025.01.04 19:15:00,19:15:00,102
2025.01.04 19:30:00,19:30:00,45
2025.01.04 19:45:00,19:45:00,158
2025.01.04 20:00:00,20:00:00,52
2025.01.04 20:15:00,20:15:00,13
2025.01.04 20:45:00,20:45:00,21
2025.01.04 21:00:00,21:00:00,103
2025.01.04 21:30:00,21:30:00,73
2025.01.04 21:45:00,21:45:00,298
2025.01.04 22:00:00,22:00:00,50
2025.01.04 22:15:00,22:15:00,16
