Date,Time,Steps
2024.12.27 00.00,00.00,121
2024.12.27 00.15,00.15,105
2024.12.27 02.45,02.45,24
2024.12.27 05.45,05.45,11
2024.12.27 09.00,09.00,41
2024.12.27 09.15,09.15,183
2024.12.27 09.30,09.30,182
2024.12.27 10.00,10.00,79
2024.12.27 10.15,10.15,20
2024.12.27 10.30,10.30,142
2024.12.27 10.45,10.45,111
2024.12.27 11.15,11.15,68
2024.12.27 11.30,11.30,895
2024.12.27 11.45,11.45,2303
2024.12.27 12.00,12.00,2170
2024.12.27 12.15,12.15,1882
2024.12.27 12.30,12.30,2269
2024.12.27 12.45,12.45,2161
2024.12.27 13.00,13.00,421
2024.12.27 13.15,13.15,298
2024.12.27 13.30,13.30,45
2024.12.27 13.45,13.45,69
2024.12.27 14.15,14.15,54
2024.12.27 14.30,14.30,92
2024.12.27 14.45,14.45,62
2024.12.27 15.00,15.00,44
2024.12.27 15.15,15.15,189
2024.12.27 15.30,15.30,226
2024.12.27 15.45,15.45,884
2024.12.27 16.00,16.00,812
2024.12.27 16.15,16.15,1042
2024.12.27 16.30,16.30,1101
2024.12.27 16.45,16.45,939
2024.12.27 17.00,17.00,941
2024.12.27 17.15,17.15,466
2024.12.27 17.30,17.30,123
2024.12.27 17.45,17.45,24
2024.12.27 18.00,18.00,67
2024.12.27 18.15,18.15,175
2024.12.27 18.30,18.30,272
2024.12.27 18.45,18.45,127
2024.12.27 19.00,19.00,105
2024.12.27 19.15,19.15,90
2024.12.27 19.30,19.30,21
2024.12.27 20.00,20.00,29
2024.12.27 20.15,20.15,194
2024.12.27 20.30,20.30,129
2024.12.27 21.00,21.00,226
2024.12.27 21.15,21.15,140
2024.12.27 21.30,21.30,68
2024.12.27 21.45,21.45,14
2024.12.27 22.00,22.00,82
2024.12.27 22.15,22.15,27
2024.12.27 22.30,22.30,7
2024.12.27 22.45,22.45,174
2024.12.27 23.00,23.00,114
2024.12.27 23.15,23.15,96
2024.12.27 23.30,23.30,23
