Date,Time,Steps,Source
2025.10.05 01:07:00,01:07:00,9,com.garmin.android.apps.connectmobile
2025.10.05 03:58:00,03:58:00,11,com.garmin.android.apps.connectmobile
2025.10.05 07:31:00,07:31:00,12,com.garmin.android.apps.connectmobile
2025.10.05 07:37:00,07:37:00,18,com.garmin.android.apps.connectmobile
2025.10.05 08:02:00,08:02:00,19,com.garmin.android.apps.connectmobile
2025.10.05 08:04:00,08:04:00,28,com.garmin.android.apps.connectmobile
2025.10.05 08:05:00,08:05:00,29,com.garmin.android.apps.connectmobile
2025.10.05 08:06:00,08:06:00,28,com.garmin.android.apps.connectmobile
2025.10.05 08:13:00,08:13:00,28,com.garmin.android.apps.connectmobile
2025.10.05 08:14:00,08:14:00,28,com.garmin.android.apps.connectmobile
2025.10.05 08:17:00,08:17:00,11,com.garmin.android.apps.connectmobile
2025.10.05 08:36:00,08:36:00,11,com.garmin.android.apps.connectmobile
2025.10.05 08:47:00,08:47:00,11,com.garmin.android.apps.connectmobile
2025.10.05 08:52:00,08:52:00,9,com.garmin.android.apps.connectmobile
2025.10.05 08:58:00,08:58:00,11,com.garmin.android.apps.connectmobile
2025.10.05 09:22:00,09:22:00,32,com.garmin.android.apps.connectmobile
2025.10.05 09:23:00,09:23:00,31,com.garmin.android.apps.connectmobile
2025.10.05 09:25:00,09:25:00,11,com.garmin.android.apps.connectmobile
2025.10.05 09:28:00,09:28:00,9,com.garmin.android.apps.connectmobile
2025.10.05 09:35:00,09:35:00,56,com.garmin.android.apps.connectmobile
2025.10.05 09:36:00,09:36:00,56,com.garmin.android.apps.connectmobile
2025.10.05 09:50:00,09:50:00,20,com.garmin.android.apps.connectmobile
2025.10.05 10:03:00,10:03:00,48,com.garmin.android.apps.connectmobile
2025.10.05 10:04:00,10:04:00,47,com.garmin.android.apps.connectmobile
2025.10.05 10:05:00,10:05:00,48,com.garmin.android.apps.connectmobile
2025.10.05 10:14:00,10:14:00,41,com.garmin.android.apps.connectmobile
2025.10.05 10:15:00,10:15:00,42,com.garmin.android.apps.connectmobile
2025.10.05 10:16:00,10:16:00,41,com.garmin.android.apps.connectmobile
2025.10.05 10:17:00,10:17:00,42,com.garmin.android.apps.connectmobile
2025.10.05 10:18:00,10:18:00,41,com.garmin.android.apps.connectmobile
2025.10.05 10:19:00,10:19:00,42,com.garmin.android.apps.connectmobile
2025.10.05 10:21:00,10:21:00,38,com.garmin.android.apps.connectmobile
2025.10.05 10:22:00,10:22:00,39,com.garmin.android.apps.connectmobile
2025.10.05 10:23:00,10:23:00,38,com.garmin.android.apps.connectmobile
2025.10.05 10:24:00,10:24:00,38,com.garmin.android.apps.connectmobile
2025.10.05 10:32:00,10:32:00,14,com.garmin.android.apps.connectmobile
2025.10.05 10:33:00,10:33:00,13,com.garmin.android.apps.connectmobile
2025.10.05 10:45:00,10:45:00,67,com.garmin.android.apps.connectmobile
2025.10.05 10:53:00,10:53:00,27,com.garmin.android.apps.connectmobile
2025.10.05 10:58:00,10:58:00,16,com.garmin.android.apps.connectmobile
2025.10.05 10:59:00,10:59:00,15,com.garmin.android.apps.connectmobile
2025.10.05 11:00:00,11:00:00,16,com.garmin.android.apps.connectmobile
2025.10.05 11:05:00,11:05:00,17,com.garmin.android.apps.connectmobile
2025.10.05 11:07:00,11:07:00,78,com.garmin.android.apps.connectmobile
2025.10.05 11:11:00,11:11:00,35,com.garmin.android.apps.connectmobile
2025.10.05 11:12:00,11:12:00,35,com.garmin.android.apps.connectmobile
2025.10.05 11:24:00,11:24:00,19,com.garmin.android.apps.connectmobile
2025.10.05 11:27:00,11:27:00,17,com.garmin.android.apps.connectmobile
2025.10.05 11:33:00,11:33:00,20,com.garmin.android.apps.connectmobile
2025.10.05 11:39:00,11:39:00,9,com.garmin.android.apps.connectmobile
2025.10.05 11:41:00,11:41:00,11,com.garmin.android.apps.connectmobile
2025.10.05 11:50:00,11:50:00,13,com.garmin.android.apps.connectmobile
2025.10.05 11:52:00,11:52:00,23,com.garmin.android.apps.connectmobile
2025.10.05 12:05:00,12:05:00,13,com.garmin.android.apps.connectmobile
2025.10.05 12:06:00,12:06:00,13,com.garmin.android.apps.connectmobile
2025.10.05 12:08:00,12:08:00,38,com.garmin.android.apps.connectmobile
2025.10.05 12:09:00,12:09:00,38,com.garmin.android.apps.connectmobile
2025.10.05 12:10:00,12:10:00,38,com.garmin.android.apps.connectmobile
2025.10.05 12:17:00,12:17:00,19,com.garmin.android.apps.connectmobile
2025.10.05 12:18:00,12:18:00,19,com.garmin.android.apps.connectmobile
2025.10.05 12:21:00,12:21:00,33,com.garmin.android.apps.connectmobile
2025.10.05 12:22:00,12:22:00,7,com.garmin.android.apps.connectmobile
2025.10.05 12:24:00,12:24:00,23,com.garmin.android.apps.connectmobile
2025.10.05 12:38:00,12:38:00,12,com.garmin.android.apps.connectmobile
2025.10.05 12:46:00,12:46:00,6,com.garmin.android.apps.connectmobile
2025.10.05 12:56:00,12:56:00,21,com.garmin.android.apps.connectmobile
2025.10.05 13:09:00,13:09:00,32,com.garmin.android.apps.connectmobile
2025.10.05 13:12:00,13:12:00,8,com.garmin.android.apps.connectmobile
2025.10.05 13:14:00,13:14:00,16,com.garmin.android.apps.connectmobile
2025.10.05 13:15:00,13:15:00,14,com.garmin.android.apps.connectmobile
2025.10.05 13:16:00,13:16:00,13,com.garmin.android.apps.connectmobile
2025.10.05 13:18:00,13:18:00,44,com.garmin.android.apps.connectmobile
2025.10.05 13:20:00,13:20:00,33,com.garmin.android.apps.connectmobile
2025.10.05 13:21:00,13:21:00,33,com.garmin.android.apps.connectmobile
2025.10.05 13:26:00,13:26:00,19,com.garmin.android.apps.connectmobile
2025.10.05 13:27:00,13:27:00,20,com.garmin.android.apps.connectmobile
2025.10.05 13:28:00,13:28:00,19,com.garmin.android.apps.connectmobile
2025.10.05 13:29:00,13:29:00,19,com.garmin.android.apps.connectmobile
2025.10.05 13:31:00,13:31:00,21,com.garmin.android.apps.connectmobile
2025.10.05 13:32:00,13:32:00,22,com.garmin.android.apps.connectmobile
2025.10.05 13:33:00,13:33:00,21,com.garmin.android.apps.connectmobile
2025.10.05 14:13:00,14:13:00,42,com.garmin.android.apps.connectmobile
2025.10.05 14:14:00,14:14:00,42,com.garmin.android.apps.connectmobile
2025.10.05 14:15:00,14:15:00,5,com.garmin.android.apps.connectmobile
2025.10.05 14:17:00,14:17:00,16,com.garmin.android.apps.connectmobile
2025.10.05 14:18:00,14:18:00,16,com.garmin.android.apps.connectmobile
2025.10.05 14:20:00,14:20:00,20,com.garmin.android.apps.connectmobile
2025.10.05 14:21:00,14:21:00,20,com.garmin.android.apps.connectmobile
