Date,Time,Steps
2025.11.02 00:15:00,00:15:00,123
2025.11.02 00:30:00,00:30:00,67
2025.11.02 01:30:00,01:30:00,56
2025.11.02 01:41:00,01:41:00,36
2025.11.02 01:44:00,01:44:00,20
2025.11.02 01:45:00,01:45:00,44
2025.11.02 01:45:00,01:45:00,215
2025.11.02 01:47:00,01:47:00,52
2025.11.02 01:52:00,01:52:00,19
2025.11.02 01:53:00,01:53:00,19
2025.11.02 01:55:00,01:55:00,20
2025.11.02 01:56:00,01:56:00,21
2025.11.02 01:57:00,01:57:00,20
2025.11.02 01:58:00,01:58:00,20
2025.11.02 03:15:00,03:15:00,54
2025.11.02 03:21:00,03:21:00,24
2025.11.02 03:22:00,03:22:00,24
2025.11.02 03:29:00,03:29:00,6
2025.11.02 03:45:00,03:45:00,125
2025.11.02 03:49:00,03:49:00,28
2025.11.02 03:50:00,03:50:00,27
2025.11.02 03:51:00,03:51:00,28
2025.11.02 03:52:00,03:52:00,27
2025.11.02 03:55:00,03:55:00,15
2025.11.02 04:45:00,04:45:00,7
2025.11.02 04:47:00,04:47:00,7
2025.11.02 06:00:00,06:00:00,8
2025.11.02 06:10:00,06:10:00,8
2025.11.02 06:30:00,06:30:00,121
2025.11.02 06:31:00,06:31:00,17
2025.11.02 06:32:00,06:32:00,18
2025.11.02 06:33:00,06:33:00,17
2025.11.02 06:38:00,06:38:00,23
2025.11.02 06:39:00,06:39:00,23
2025.11.02 06:40:00,06:40:00,23
2025.11.02 09:00:00,09:00:00,102
2025.11.02 09:06:00,09:06:00,10
2025.11.02 09:07:00,09:07:00,21
2025.11.02 09:08:00,09:08:00,12
2025.11.02 09:09:00,09:09:00,30
2025.11.02 09:10:00,09:10:00,29
2025.11.02 09:15:00,09:15:00,79
2025.11.02 09:27:00,09:27:00,40
2025.11.02 09:28:00,09:28:00,39
2025.11.02 09:30:00,09:30:00,60
2025.11.02 09:33:00,09:33:00,13
2025.11.02 09:38:00,09:38:00,19
2025.11.02 09:39:00,09:39:00,19
2025.11.02 09:43:00,09:43:00,9
2025.11.02 09:45:00,09:45:00,35
2025.11.02 09:52:00,09:52:00,18
2025.11.02 09:53:00,09:53:00,17
2025.11.02 10:00:00,10:00:00,29
2025.11.02 10:01:00,10:01:00,22
2025.11.02 10:06:00,10:06:00,7
2025.11.02 10:15:00,10:15:00,151
2025.11.02 10:16:00,10:16:00,26
2025.11.02 10:17:00,10:17:00,25
2025.11.02 10:22:00,10:22:00,25
2025.11.02 10:23:00,10:23:00,25
2025.11.02 10:24:00,10:24:00,25
2025.11.02 10:25:00,10:25:00,25
2025.11.02 10:30:00,10:30:00,13
2025.11.02 10:32:00,10:32:00,13
2025.11.02 10:45:00,10:45:00,17
2025.11.02 10:52:00,10:52:00,17
2025.11.02 11:00:00,11:00:00,36
2025.11.02 11:00:00,11:00:00,225
2025.11.02 11:01:00,11:01:00,37
2025.11.02 11:02:00,11:02:00,36
2025.11.02 11:03:00,11:03:00,37
2025.11.02 11:04:00,11:04:00,36
2025.11.02 11:07:00,11:07:00,16
2025.11.02 11:10:00,11:10:00,27
2025.11.02 11:30:00,11:30:00,39
2025.11.02 11:37:00,11:37:00,20
2025.11.02 11:38:00,11:38:00,19
2025.11.02 12:00:00,12:00:00,12
2025.11.02 12:13:00,12:13:00,12
2025.11.02 12:30:00,12:30:00,44
2025.11.02 12:42:00,12:42:00,22
2025.11.02 12:43:00,12:43:00,22
2025.11.02 12:45:00,12:45:00,82
2025.11.02 12:49:00,12:49:00,27
2025.11.02 12:50:00,12:50:00,27
2025.11.02 12:58:00,12:58:00,28
2025.11.02 13:00:00,13:00:00,20
2025.11.02 13:00:00,13:00:00,104
2025.11.02 13:01:00,13:01:00,19
2025.11.02 13:10:00,13:10:00,26
2025.11.02 13:12:00,13:12:00,20
2025.11.02 13:13:00,13:13:00,19
2025.11.02 14:15:00,14:15:00,13
2025.11.02 14:15:00,14:15:00,160
2025.11.02 14:24:00,14:24:00,18
2025.11.02 14:25:00,14:25:00,18
2025.11.02 14:27:00,14:27:00,37
2025.11.02 14:28:00,14:28:00,37
2025.11.02 14:29:00,14:29:00,37
2025.11.02 14:30:00,14:30:00,18
2025.11.02 14:30:00,14:30:00,868
2025.11.02 14:31:00,14:31:00,17
2025.11.02 14:32:00,14:32:00,18
2025.11.02 14:34:00,14:34:00,60
2025.11.02 14:35:00,14:35:00,76
2025.11.02 14:36:00,14:36:00,75
2025.11.02 14:37:00,14:37:00,76
2025.11.02 14:38:00,14:38:00,75
2025.11.02 14:39:00,14:39:00,76
2025.11.02 14:40:00,14:40:00,75
2025.11.02 14:41:00,14:41:00,76
2025.11.02 14:42:00,14:42:00,75
2025.11.02 14:43:00,14:43:00,76
2025.11.02 14:44:00,14:44:00,75
2025.11.02 14:45:00,14:45:00,96
2025.11.02 14:45:00,14:45:00,976
2025.11.02 14:46:00,14:46:00,95
2025.11.02 14:47:00,14:47:00,96
2025.11.02 14:48:00,14:48:00,95
2025.11.02 14:49:00,14:49:00,96
2025.11.02 14:50:00,14:50:00,95
2025.11.02 14:51:00,14:51:00,96
2025.11.02 14:52:00,14:52:00,95
2025.11.02 14:53:00,14:53:00,96
2025.11.02 14:54:00,14:54:00,63
2025.11.02 14:56:00,14:56:00,36
2025.11.02 14:57:00,14:57:00,17
2025.11.02 15:30:00,15:30:00,239
2025.11.02 15:34:00,15:34:00,11
2025.11.02 15:35:00,15:35:00,11
2025.11.02 15:39:00,15:39:00,45
2025.11.02 15:40:00,15:40:00,44
2025.11.02 15:41:00,15:41:00,45
2025.11.02 15:43:00,15:43:00,42
2025.11.02 15:44:00,15:44:00,41
2025.11.02 15:45:00,15:45:00,25
2025.11.02 15:45:00,15:45:00,127
2025.11.02 15:46:00,15:46:00,26
2025.11.02 15:47:00,15:47:00,25
2025.11.02 15:48:00,15:48:00,25
2025.11.02 15:57:00,15:57:00,26
2025.11.02 16:00:00,16:00:00,13
2025.11.02 16:00:00,16:00:00,13
2025.11.02 16:15:00,16:15:00,13
2025.11.02 16:17:00,16:17:00,13
2025.11.02 17:00:00,17:00:00,40
2025.11.02 17:06:00,17:06:00,12
2025.11.02 17:08:00,17:08:00,28
2025.11.02 18:30:00,18:30:00,148
2025.11.02 18:32:00,18:32:00,30
2025.11.02 18:37:00,18:37:00,24
2025.11.02 18:38:00,18:38:00,23
2025.11.02 18:39:00,18:39:00,24
2025.11.02 18:40:00,18:40:00,23
2025.11.02 18:41:00,18:41:00,24
2025.11.02 18:45:00,18:45:00,104
2025.11.02 18:56:00,18:56:00,35
2025.11.02 18:57:00,18:57:00,34
2025.11.02 18:58:00,18:58:00,35
2025.11.02 19:15:00,19:15:00,27
2025.11.02 19:15:00,19:15:00,117
2025.11.02 19:23:00,19:23:00,45
2025.11.02 19:26:00,19:26:00,29
2025.11.02 19:29:00,19:29:00,16
2025.11.02 19:30:00,19:30:00,19
2025.11.02 19:30:00,19:30:00,28
2025.11.02 19:44:00,19:44:00,9
2025.11.02 20:00:00,20:00:00,204
2025.11.02 20:07:00,20:07:00,27
2025.11.02 20:09:00,20:09:00,30
2025.11.02 20:10:00,20:10:00,29
2025.11.02 20:11:00,20:11:00,30
2025.11.02 20:12:00,20:12:00,29
2025.11.02 20:13:00,20:13:00,30
2025.11.02 20:14:00,20:14:00,29
2025.11.02 20:15:00,20:15:00,7
2025.11.02 20:15:00,20:15:00,234
2025.11.02 20:17:00,20:17:00,29
2025.11.02 20:18:00,20:18:00,28
2025.11.02 20:19:00,20:19:00,29
2025.11.02 20:23:00,20:23:00,23
2025.11.02 20:24:00,20:24:00,24
2025.11.02 20:25:00,20:25:00,23
2025.11.02 20:26:00,20:26:00,23
2025.11.02 20:28:00,20:28:00,24
2025.11.02 20:29:00,20:29:00,24
2025.11.02 20:30:00,20:30:00,53
2025.11.02 20:30:00,20:30:00,206
2025.11.02 20:31:00,20:31:00,54
2025.11.02 20:32:00,20:32:00,53
2025.11.02 20:34:00,20:34:00,13
2025.11.02 20:38:00,20:38:00,17
2025.11.02 20:39:00,20:39:00,16
2025.11.02 20:45:00,20:45:00,242
2025.11.02 20:54:00,20:54:00,40
2025.11.02 20:55:00,20:55:00,41
2025.11.02 20:56:00,20:56:00,40
2025.11.02 20:57:00,20:57:00,40
2025.11.02 20:58:00,20:58:00,41
2025.11.02 20:59:00,20:59:00,40
2025.11.02 21:00:00,21:00:00,29
2025.11.02 21:00:00,21:00:00,364
2025.11.02 21:01:00,21:01:00,29
2025.11.02 21:02:00,21:02:00,30
2025.11.02 21:03:00,21:03:00,29
2025.11.02 21:04:00,21:04:00,29
2025.11.02 21:06:00,21:06:00,48
2025.11.02 21:07:00,21:07:00,49
2025.11.02 21:08:00,21:08:00,48
2025.11.02 21:09:00,21:09:00,48
2025.11.02 21:12:00,21:12:00,25
2025.11.02 21:30:00,21:30:00,41
2025.11.02 21:41:00,21:41:00,11
2025.11.02 21:44:00,21:44:00,30
2025.11.02 21:45:00,21:45:00,19
2025.11.02 21:45:00,21:45:00,38
2025.11.02 21:46:00,21:46:00,19
2025.11.02 23:00:00,23:00:00,18
2025.11.02 23:04:00,23:04:00,18
2025.11.02 23:30:00,23:30:00,175
2025.11.02 23:31:00,23:31:00,17
2025.11.02 23:32:00,23:32:00,17
2025.11.02 23:35:00,23:35:00,23
2025.11.02 23:37:00,23:37:00,27
2025.11.02 23:39:00,23:39:00,9
2025.11.02 23:41:00,23:41:00,41
2025.11.02 23:42:00,23:42:00,41
