Source app,Activity type,Activity name,Date,Time,Elapsed time,Active time,Distance (miles),Calories (kcal),Steps,Average heart rate,Max heart rate,Average speed,Max speed
garmin,WALKING,null,2025.11.13 12:12:47,12:12:47,711,711,1.1326852,56.0,1151,78,86,3.029443,6.4490976
