Source app,Activity type,Activity name,Date,Time,Elapsed time,Active time,Distance (miles),Calories (kcal),Steps,Average heart rate,Max heart rate,Average speed,Max speed
garmin,WALKING,null,2025.11.11 12:27:51,12:27:51,3807,3807,5.964567,398.0,10514,76,96,3.268292,4.048861
