Source app,Activity type,Activity name,Date,Time,Elapsed time,Active time,Distance (miles),Calories (kcal),Steps,Average heart rate,Max heart rate,Average speed,Max speed
garmin,RUNNING,null,2025.11.01 10:38:20,10:38:20,7661,7661,12.716529,1298.0,18311,143,158,5.944777,8.433264
