Source app,Activity type,Activity name,Date,Time,Elapsed time,Active time,Distance (miles),Calories (kcal),Steps,Average heart rate,Max heart rate,Average speed,Max speed
garmin,WALKING,null,2025.11.05 12:43:07,12:43:07,3434,3434,5.0681643,365.0,6655,90,118,3.0758765,5.469318
