Source app,Activity type,Activity name,Date,Time,Elapsed time,Active time,Distance (miles),Calories (kcal),Steps,Average heart rate,Max heart rate,Average speed,Max speed
Health Sync,RUNNING,null,2025.11.08 11:37:14,11:37:14,7851,7851,22.279997,1814.0,18960,157,175,6.5247073,6.887538
