Source app,Activity type,Activity name,Date,Time,Elapsed time,Active time,Distance (miles),Calories (kcal),Steps,Average heart rate,Max heart rate,Average speed,Max speed
Health Sync,RUNNING,null,2025.11.03 10:50:48,10:50:48,4540,4540,8.502602,690.0,0,139,158,5.888716,6.9591203
