Source app,Activity type,Activity name,Date,Time,Elapsed time,Active time,Distance (miles),Calories (kcal),Steps,Average heart rate,Max heart rate,Average speed,Max speed
garmin,RUNNING,null,2025.11.05 11:15:40,11:15:40,4260,4260,7.0167227,713.0,0,141,159,5.8929114,7.223079
