Source app,Activity type,Activity name,Date,Time,Elapsed time,Active time,Distance (miles),Calories (kcal),Steps,Average heart rate,Max heart rate,Average speed,Max speed
garmin,RUNNING,null,2025.11.10 10:59:05,10:59:05,2282,2282,3.6627781,349.0,0,130,145,5.7957177,7.5966477
